text,label,islenmis_text
bakın aklıma geldi giresun karşılaması öğretmiyorsunuz üzülüyorum ,uzgun,bak akl gel giresun karşıla öğret üzül
çiçeklerin boynunu bükmesine üzülüyorum kış gelmesin ,uzgun,çiçek boyn bük üzül kış gel
ders çalışınca canım sıkılıyor çalışmayınca üzülüyorum ,uzgun,ders çalış can sıkıl çalış üzül
azıcık yüreği varsa ig hilvees eljackson hesaplarına baksın yokmuş tükendim ,uzgun,azıcık yüreğ var ig hilvees eljackson hesap bak yok tüken
lise bitsin kurtulalım dediğim günler pişmanım ,uzgun,lise bit kurtul de günle pişman
hocam tükendim notunuz yapamadık fazlasıyla verdiniz notları ,uzgun,hoca tüken not yap fazlasıyla ver not
doktora ilaçlarımı söylerken yoruluyorum içmesi yutmadı oy tükendim ,uzgun,doktor ilaç söyle yor iç yut oy tüken
şanssızım mutsuzum sagopa kajmerle kolera ayrıldı senle ayrıldık kıyamet tahmini kopar ,uzgun,şans mutsuz sagopa kajmer kolera ayrıl se ayrıl kıyamet tahmini kop
bi mutsuzum hissi gitmiyor ,uzgun,bi mutsuz hissi git
bakarsam bakıyım mutsuzum ,uzgun,bak bakı mutsuz
erkek arkadaşıma liraya kazak aldım pişmanım ,uzgun,erkek arkadaş lira kazak al pişman
sorma yıldır bezdim günde çekiyorum kendilerini ,uzgun,sor yıldır bez günde çek kendi
hakikaten hayallere giden yol okuldan geçiyor baya bezdim ,uzgun,hakikaten hayal gid yol okul geç bay bez
yediğim yemeklerden pişmanım gözüm yiyemediklerim ,uzgun,ye yemek pişman göz yi
türkiyede diziler saat vallahi bezdim izlemiyorum alın dizinizi başınıza çalın ,uzgun,türkiye dizile saat vallahi bez izle al diz baş çal
haftada eczanelere yaptığım yatırımı fazlasıyla geri ver yarabbim bezdim ,uzgun,hafta eczane yap yatır fazlasıyla geri ver yarabbi bez
yıldım yoruldum tükendim bunaldım bıktım bezdim sıkıldım tahammülsüzleştim sebebi vizeler ,uzgun,yıl yor tüken bunal bık bez sıkıl tahammül sebeb vize
anlık triple sohbet grubundan çıktım pişmanım ,uzgun,anlık trip sohbet grub çık pişman
okudum yazdım sosyal medya bezdim ,uzgun,oku yaz sosyal medya bez
iradesiz insanım vallahi bezdim ,uzgun,irade insan vallahi bez
insanlar tanıdım canımdan bezdim inanın ,uzgun,insan tanı can bez inan
itlik parfümünu üstüme boca ettim güzel kokuyo amq diyip ağlıyorum ,uzgun,it parfümünu üst boca et güzel kokuyo amq di ağl
motivasyon mektubu yazmak bilgisayarı açtım rahmetli alican abinin videoları arasında kayboldum ağlıyorum ,uzgun,motivasyon mektub yaz bilgisayar aç rahmetli alican abi video ara kaybol ağl
abi c2 kızla konuşurken sıralar porto fena yazacağıma sıralar porno fena yazdım ağlıyorum ,uzgun,abi c2 kız konuş sırala porto fena yaz sırala porno fena yaz ağl
tümüyle durmuş zamanda yalnız başına ağlıyorum ,uzgun,tümüyle dur zaman yalnız baş ağl
hayat bilgisi izleyip ağlıyorum psikolojimin farkında mısınız ,uzgun,hayat bilgi izle ağl psikoloji fark mı
aylaya gitmeyin filmden çıkalı saat oldu ağlıyorum ,uzgun,ayla git film çık saat ol ağl
şekeri olamayacak twitler üzgünüm dünya yer ,uzgun,şeker ol twitler üzgün dünya ye
çocuğumuzu berkimizi yitirdik üzgünüm üzgünüz başımız sağolsun ,uzgun,çocuğ berki yitir üzgün üzgü baş sağol
yiğidi kaybettik başımız sağolsun ,uzgun,yiğid kaybet baş sağol
malesef hakkaride askerimiz şehit oldu başımız sağolsun allah yakınlarına ailesine sabır versin ,uzgun,malesef hakkari asker şehit ol baş sağol allah yakın aile sabır ver
acıdır insanın bildiğini anlatamaması deyip susması deyip ağlama kalması ,uzgun,acı insa bil anlat deyip sus deyip ağla kal
fakirim günlerim ağlamak geçiyor ,uzgun,fakir günle ağla geç
ruh halim sürekli ağlamalı anlamsızca canımı sıkıyorum… ,uzgun,ruh halim sürekli ağla anlam can sık
ağlamayla dolu saatler ,uzgun,ağla dolu saat
gece bitti miktar ağlama hisli şarkı dinleyip gözyaşlarımla uykuya dalacağım ,uzgun,gece bit miktar ağla his şark dinle gözyaş uyku dal
neyseki ağlatan diziler varda ağladığımızda sorulmuyor ,uzgun,neyseki ağla dizile varda ağla sor
erken uyandığım zamanlar mutsuz ağlama hisli oluyorum ,uzgun,erken uyan zamanla mutsuz ağla his ol
dünyanın sıkıntılı durumu metroda çişinin gelmesi ağlıyorum şahsen çözümüm yok ,uzgun,dünya sıkıntı durum metro çiş gel ağl şahsen çözüm yok
esra erola bakayım dedim hüngür hüngür ağlıyorum anlık izliyorsunuz ,uzgun,esra erol bak de hüngür hüngür ağl anlık izl
içimi büyük hüzün kapladı duygusal oldum ,uzgun,iç büyük hüzün kapla duygu ol
hüzün kapladı içimi ,uzgun,hüzün kapla iç
içimi hüzün kapladı evimden ayrılıp gidiyorum ,uzgun,iç hüzün kapla ev ayrıl gid
eski fotoğraflara baktım evrim geçirmişim kimler varmış kimler yok olmuş hüzün kapladı içimi ,uzgun,eski fotoğraf bak evrim geçir kim var kim yok ol hüzün kapla iç
leonspiro sahnesinin etkisinden çıkamıyorum içimi hüzün kapladı abv sahne hüzünlü değildi oldu ,uzgun,leonspiro sahne etki çık iç hüzün kapla abv sahne hüzün değil ol
aralar melankoli hüzün kapladı içimi sebebi koparılan çiçekler ,uzgun,arala melankoli hüzün kapla iç sebeb kopar çiçekle
sene önceki günlüğümü buldum saklıcak değildim sebepsizce hüzün kapladı ,uzgun,se önce günlüğ bul saklıcak değil sebep hüzün kapla
dakikada kere ağlıyorum dönem ,uzgun,dakika ker ağl döne
ezhel dinlerken ağlıyorum ruh halim ,uzgun,ezhel dinle ağl ruh halim
dünyada herşeyden bezdim herşeyden sıkıldım ,uzgun,dünyada herşey bez herşey sıkıl
işyerlerinin üniforması hergün giycem düşünmekten bezdim ,uzgun,işyer üniforma hergün giycem düşün bez
bezdim bencil tavırlarınızdan gitmek istiyorum ,uzgun,bez bencil tavır git ist
bezdim yaşamaya üşenen tiplerden resmen hayat enerjimi tükettiler varmış ,uzgun,bez yaşa üşen tip resmen hayat enerji tüket var
vallahi bunaldım iş güç bünyem kaldırmıyor allah an canımı alsa itiraz etmem ,uzgun,vallahi bunal iş güç bünye kaldır allah an can al itiraz et
yoruldum sıkıldım bunaldım galiba kış sendromuna girdim ,uzgun,yor sıkıl bunal galiba kış sendrom gir
hoca salda patlangaç yapıp geliverek bunaldım dertlendim gari ,uzgun,ho sal patlangaç yap geliverek bunal dertlen gari
gece aklıma takılan konu eski sevgilimin muşlu dertlendim ,uzgun,gece akl takıl konu eski sevgili muş dertlen
dertlendim yanımda insan yok iyi gün dostluğu ,uzgun,dertlen yan insan yok iyi gün dostluğ
dertlendim gideyim ders çalışayım ,uzgun,dertlen gid ders çalış
dertlendim birden gideyim sigara yakayım ,uzgun,dertlen birden gid sigar yak
keşke tez yazmak çiçek yetiştirmek olsaydı ay dertlendim ,uzgun,keşke tez yaz çiçek yetiş ol ay dertlen
bak durduk yere aklıma iktisat okuduğum geldi dertlendim ,uzgun,bak dur yer akl iktisat oku gel dertlen
bugün fazlasıyla dertlendim bunlarla yaşayabilirim düşünüyorum ,uzgun,bugün fazlasıyla dertlen bu yaşa düşün
kuzenim trt cocuk dergisini alamadı ağlıyor keske tek derdim ,uzgun,kuzen trt cocuk dergi al ağl kesk tek der
birileri düşündüğünde bildirim gelse keşke ,uzgun,biri düşün bildiri gel keşke
emlağım olsada emlak vergisi ödesem keşke ,uzgun,emlağ olsada emlak vergi öde keşke
keşke aybaşı ay sonu gelmese ,uzgun,keşke aybaşı ay son gel
keşke doktora gitsem ayağım yüzünden izin kağıdı verselerde yarın staja gitmesem ,uzgun,keşke doktor git ayağ yüzünden iz kağıd verselerde yarın staj git
kültür iletişim dergisinin sayısına ulaşabilsem keşke ,uzgun,kültür iletişim dergi sayı ulaş keşke
regl olcağıma saat trigonometri görseydim keşke aynı derecede işkence çeşidi ,uzgun,regl olcağıma saat trigonometri gör keşke aynı derece işkence çeşid
denk gelişler olmasa keşke ,uzgun,denk gel ol keşke
saat uyuyorum mutsuzum ,uzgun,saat uy mutsuz
umut bağlamaktan sıkıldım defasında kırılmış kalp ,uzgun,umut bağla sıkıl defa kır kalp
yalan söylemekten yorulmadın dinlemekten yoruldum ,uzgun,yalan söyle yor dinle yor
murat üzdün ağlayacağım ,uzgun,murat üz ağla
kırgınım özlüyorum ,uzgun,kırgın özl
maçtan moralim bozuk ,uzgun,maç moral bozuk
yağında durumu diyebilirim üzgünüm ,uzgun,yağ durum di üzgün
dizimin sezon finalini izleyeceğim mutsuzum ,uzgun,diz sezon final izle mutsuz
kısa cevaplar terslemelerden sıkıldım sürekli aynı replikler boğuyor ,uzgun,kısa cevapla tersle sıkıl sürekli aynı replik boğ
üzgünüm be baba inan bende istemezdim ,uzgun,üzgün be baba inan ben iste
evlende kurtulayım stalk işinden yeter bıktım ,uzgun,evlende kurtul stalk iş yeter bık
baş ağrısından ağlamak üzereyim ,uzgun,baş ağrı ağla üzere
annemle babamla defter kapladığımız günleri özledim ,uzgun,anne baba defter kapla gün özle
kulaklığının teki bozulmuş mutsuzum tek fark kulaklığım kulağım bozuldu ,uzgun,kulak tek bozul mutsuz tek fark kulak kulağ bozul
uzun zamandır alsel görmüyorum özledim ,uzgun,uzun zaman alsel gör özle
üzgünüm depresyondayım ,uzgun,üzgün depresyon
gerçekten sıkıldım biriniz yardım etsin of ,uzgun,gerçekten sıkıl biri yar et of
dişim çıkıyor ağlamak üzereyim sürünüyorum ,uzgun,diş çık ağla üzere sürün
konuşmanı özledim yazmaya cesaretim yok ,uzgun,konuş özle yaz cesaret yok
yeter buradan sıkıldım ,uzgun,yeter bura sıkıl
üzgünüm üzdüm kankamın gazına gelmiştim ,uzgun,üzgün üz kanka gaz gel
yandı yürekler ateş düştü ocaklara zamana ağlayacak analar ,uzgun,yan yürek ateş düş ocak zaman ağla an
yoruldum tanıdım sanmaktan kırılmaktan kırılan olmaktan… ,uzgun,yor tanı san kır kır ol
dünyaya yetişmeye çalışmaktan yoruldum ,uzgun,dünya yetiş çalış yor
besin zehirlenmesi ağlamak istiyorum ,uzgun,bes zehirle ağla ist
parfüm stoğum bitmek üzerebunu kendime yakıştıramıyorum üzgünüm ,uzgun,parfüm stoğ bit üzerebunu kendi yakış üzgün
olun abinizi ablanızı kesinlike üzmeyin üzdüm pişmanım ,uzgun,ol abi abla kesinlike üz üz pişman
git buralardan arkanda bırak git mutsuzluğunu al yanına gözyaşlarını topla git ,uzgun,git bura arka bırak git mutsuz al yan gözyaş topla git
dönemin alarmına uyandım mutsuzum ,uzgun,döne alarm uyan mutsuz
kaybolan kedime benziyor ağlıyorum an ,uzgun,kaybol kedi benz ağl an
ümitsizlik zor be hafız mutsuzum ,uzgun,ümit zor be hafız mutsuz
kalbim kırık yorgunum ,uzgun,kalb kırık yorgun
kadın hüzün bırakılmışlığı kabullenir ,uzgun,kadın hüzün bırak kabullen
yirmilik çıkarıyorum ağlamak üzereyim ,uzgun,yirmi çıkar ağla üzere
hüzünlendim bugün baya hayatımı sorguladım sonuç bok ,uzgun,hüzünlen bugün bay hayat sorgula sonuç bok
keşke hayatıma sabitleyebilmenin yolu olsaydı ,uzgun,keşke hayat sabitle yol ol
pişman değilim keşke iyi şartlar altında kendime yazık etseydim ,uzgun,pişman değil keşke iyi şartla alt kendi yazık et
hayatı boyunca hata yapar emin ol büyük pişmanlığım sensin ,uzgun,hayat boyunca hata yap emin ol büyük pişman sensin
özledim gökyüzü uçsuz bucaksız ,uzgun,özle gökyüz uç bucak
okulda kaybetmekten sıkıldım okul okul kara delik ,uzgun,okul kaybet sıkıl okul okul kara delik
gece sigaraya başlanır dertliyim ,uzgun,gece sigara başla dert
halbuki derdinle dertlendim ağrım bilsen ,uzgun,halbuki derd dertlen ağrı bil
mutsuzum fazla mutsuz olunabilir ,uzgun,mutsuz fazla mutsuz ol
fena stalka düştüm mutsuzum ,uzgun,fena stalka düş mutsuz
keşke baba kızına sahip çıkıcak delikanlı olsaydı bazılarının mayası bozuk ,uzgun,keşke baba kız sahip çıkıcak delikanlı ol bazı maya bozuk
sevdiğim formamı kaybetmişim moralim bozuk ,uzgun,sev forma kaybet moral bozuk
kaybolmak niyetinde değilim üzgünüm ,uzgun,kaybol niyet değil üzgün
yoruldum değmedi ,uzgun,yor değ
rabbim şahadetini kabul etsin insallah üzgünüm ,uzgun,rabbi şahadet kabul et insallah üzgün
an keşke lisede olsam sabaha batak oynasak yurtta ,uzgun,an keşke lise ol sabaha batak oyna yurt
heijan gözaltına alınmış moralim bozuk ,uzgun,heijan gözaltı alın moral bozuk
sürünerek dershaneye gideceğim mutsuzum ,uzgun,sürün dershane gid mutsuz
yağmur fena yağıyor havada hüzün öyleyse şarkı söyleyelim ,uzgun,yağmur fena yağ hava hüzün öyle şark söyle
an itibari yıkılmış bitmiş durumdayım ,uzgun,an itibari yık bit durum
yıprandım kimseye gücüm yok ,uzgun,yıpran kimse güc yok
başarısız kulüpte olmaktan mutsuzum ,uzgun,başarı kulüp ol mutsuz
beklemekten yıprandım hayatın biçtiği durum sanırım ,uzgun,bekle yıpran hayat biç durum san
olacağı varsa biteceği varsa bitsin yoruldum ,uzgun,ol var bit var bit yor
afrinde canımız şehit oldu üzgünümallahtan rahmet yakınlarına sabır başsağlığı dilerim ,uzgun,afrin can şehit ol üzgünümallahtan rahmet yakın sabır başsağlığı dil
yakın akrabalarla samimi olmayın pişmanlıktır yıldım yıprandım yeminle ,uzgun,yakın akraba samimi ol pişman yıl yıpran yem
yaşından moralim bozuk okula başladım ,uzgun,yaş moral bozuk okul başla
moralim bozuk değilde… çürümüş küflenmiş içine edilmiş ,uzgun,moral bozuk değilde çürü küflen iç ed
dudağım yara oldu kahve içerken değdiğinde acıyor içemiyorum kısaca mutsuzum ,uzgun,dudağ yar ol kahve iç değ ac iç kısa mutsuz
merhaba tükendiğim günlere tekrar dönüş yaptım aşırı mutsuzum ,uzgun,merhaba tüken gün tekrar dönüş yap aşırı mutsuz
be diyebilirim kelimelerimden tükendim ,uzgun,be di kelime tüken
üstüme fondötenle attırdım üzgünüm pahalıydı ,uzgun,üst fondöten at üzgün pahalı
geçtim bak yoruldum ,uzgun,geç bak yor
bugünden yeniden gözlüklü olabilirim üzgünüm ,uzgun,bugünden yeniden gözlük ol üzgün
twit atarken samimi olun yapmacık okumaktan sıkıldım ,uzgun,twit at samimi ol yapmacık oku sıkıl
gün aldığım kötü iyi haberlerden yıprandım ,uzgun,gün al kötü iyi haber yıpran
olmasaydı keşke yıprandım duygularım köreldi ,uzgun,ol keşke yıpran duygu körel
pes etmiyorum boşa çabaladığımı hissediyorum yoruldum anlayabiliyor ,uzgun,pes et boşa çabala hissed yor anla
selam arkadaşlar uykudan uyandım başım acıyor mutsuzum ,uzgun,sela arkadaş uyku uyan baş ac mutsuz
hastayım üşüyorum yalnızım eti karam istiyorum başım ağrıyor uyumak istiyorum mutsuzum birde sensizim ,uzgun,hasta üş yalnız et kara ist baş ağr uyu ist mutsuz bird sen
enerji kaynağı değildim bende tükendim ,uzgun,enerji kaynağ değil ben tüken
gündür kendimi çimen hissetmekten yoruldum ,uzgun,gün kendi çim hisset yor
gerçekten düğünlere özenen insan yıprandım arkadaş ,uzgun,gerçekten düğün özen insan yıpran arkadaş
keşfettimde milletin gözünü görmekten bıktım ,uzgun,keşfettimde millet göz gör bık
üzgünüm zerrenize eyvallahım yok ,uzgun,üzgün zerre eyvallah yok
yaşıma fazla olgun olduğum mutsuzum ,uzgun,yaş fazla olgun ol mutsuz
durup dururken gözlerimin dolmasından sıkıldım ,uzgun,dur dur göz dolma sıkıl
gördüğüm oğlusun diyerek sorguya çekiyorlar bunaldım ,uzgun,gör oğl di sorgu çek bunal
yalandan yılandan hepsinden bezdim ,uzgun,yalandan yılan hepsi bez
yıllar sona birazdan güne gideceğim mutsuzum anne anla ,uzgun,yılla son birazdan gün gid mutsuz anne anla
üzgünüm çizdim pişman değilim ,uzgun,üzgün çiz pişman değil
tahammül sınırlarımı aşıyorsun üzgünüm ,uzgun,tahammül sınır aş üzgün
güzel havalar moralim bozuk olduğunda boşa gitmiş hissediyorum ,uzgun,güzel hava moral bozuk ol boşa git hissed
yaptığım söylediğim bişeyim olay bıktım bezdim tükendim ,uzgun,yap söyle bişeyim olay bık bez tüken
müzik dinlemek istiyorum kulaklığım bozuldu mutsuzum ,uzgun,müzik dinle ist kulak bozul mutsuz
yorgun mutsuz umutsuzum ,uzgun,yorgun mutsuz umut
hissetmediğim özgür olmadığım mutsuz düşünemeyeceğim umutsuzum ,uzgun,hisset özgür ol mutsuz düşün umut
yemin ederim huzurum kalmadı bıktım ,uzgun,yem ed huzur kal bık
kırgınım dönse hayır diyemem ,uzgun,kırgın dön hayır di
kulaklığımı yolda düşürmüşüm üzgünüm ,uzgun,kulak yol düşür üzgün
üzgünüm siri galiba güzel günler sona erecek ,uzgun,üzgün sir galiba güzel günle son er
terbiyemin raf ömrü kadarmış arkadaşlar üzgünüm ,uzgun,terbiye raf ömr kadar arkadaş üzgün
aşırı rahatsız yolculuğa çıktım suratsız mutsuzum ,uzgun,aşırı rahat yolcu çık surat mutsuz
kirpiklerim birbirine yapıştı kirpikle dolaşıyorum mutsuzum an ,uzgun,kirpik birbiri yapış kirpik dolaş mutsuz an
ll dediğim soru yanlız lll çıktı üzgünüm ,uzgun,ll de soru yanlız lll çık üzgün
kaybolmuş gibiyim başlayacağımı bulamıyorum sanırım tükendim ,uzgun,kaybol gibi başla bul san tüken
limonlu aldım mentollü çıktı hüzünlüyüm ,uzgun,limon al mentol çık hüzün
teen wolfu özledim ağlayacağım ,uzgun,teen wolf özle ağla
tevfik sahneyi izlediğimde ağlayacağım kesin ,uzgun,tevfik sahne izle ağla kesin
kötüyüm kötüsüde dökersem içimi toplamaya yardımcı olacak kimsem yok ,uzgun,kötü kötüsüde dök iç topla yardımcı ol kimse yok
telefonumu düşürüp ekranını çatlattım mutsuzum ,uzgun,telefon düşür ekran çatla mutsuz
karşıma çıkan bireyin başta varoluşuna saygı göstermekten yenik düştüm yıprandım ,uzgun,karşı çık birey başta varoluş saygı göster yenik düş yıpran
okulu bitirmeye gram umudum kalmadı ,uzgun,okul bitir gram umud kal
özlesem özledim diyemiyeceğim üzdüler bende susmayı öğrendim ,uzgun,özle özle diyemiyeceğim üz ben sus öğren
kötüyüm merak etmeyin halledemicem ,uzgun,kötü merak et halledemicem
